TariffType,TariffID,EntityID,EntityType,CustomerID,ReportingMonth,PeakConsumption,StandardConsumption,OffPeakConsumption,Block1Consumption,Block2Consumption,Block3Consumption,Block4Consumption,NonTOUConsumption,Scenario
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
SPU,SPU_SYNTHETIC,COMBO_ZERO_CONSUMPTION,Combo,SYNTH_EDGE_003,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_zero
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-01-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-02-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-03-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-04-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-05-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-06-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-09-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-10-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-11-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2022-12-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-01-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-02-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-03-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-04-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-05-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-06-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-09-01,9999.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-10-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-11-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2023-12-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-01-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-02-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-03-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-04-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-05-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-06-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-09-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-10-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-11-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
LPU,MININTER,POD_OUTLIER_SPIKE,POD,SYNTH_EDGE_004,2024-12-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,outlier_spike
